EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
781155,MARICOPA CO.,CASHION,10/02/2018,1015,Flood,,,0,0,2000,0,AZ,MST-7,,130368,C,13,PSR,0,0,Emergency Manager,Heavy Rain / Tropical System,,,1,SW,1,SSE,GOODYEAR,10/02/2018,1500,33.4249,-112.3083,33.4212,-112.3457,"Copious amounts of tropical moisture spread north into the greater Phoenix area during the morning hours on October 2nd; the moisture was associated with former hurricane Rosa. The moisture led to the development of widespread moderate to heavy showers which resulted in flash flooding during the morning hours across much of the western Phoenix area, including communities such as Avondale and Goodyear. By late morning flash flooding gave way to areal flooding and many roads became closed due to the flooding. According to a local emergency manager, at 1315MST Lower Buckeye Road was closed at the Agua Fria River due to flooding. This was about 1 mile east of Avondale. An Areal Flood Warning had been in effect for the area earlier and it expired at 1315MST. The flooding persisted into the afternoon; fortunately no accidents were reported.","Copious amounts of tropical moisture spread north and into the south-central deserts during the morning hours on October 2nd; the moisture was associated with the remnants of former hurricane Rosa. The deep moisture led to widespread moderate to heavy showers which impacted the entire greater Phoenix metropolitan area during the entire day. Many locations picked up from 1 to 3 inches of rain mainly during the morning hours, and the intense rain resulted in numerous episodes of flash flooding which affected communities such as Guadalupe, Glendale, Scottsdale, Fountain Hills, Deer Valley, Sun City and downtown Phoenix. Much of the flash flooding involved road closures, but there were reports of swift water rescues as well. A sink hole was reported  in the early afternoon at the intersection of 35th Avenue and Cactus Road northeast of Glendale, and local broadcast media reported that the Desert Horizon Elementary School was closed due to severe flooding at about 0800MST. The school is located near 83rd Avenue and Indian School Road. Multiple Flash Flood Warnings were issued during the day and fortunately few if any accidents or injuries were reported across the Phoenix area.",27
801079,MARICOPA CO.,TORTILLA FLAT,02/22/2019,1230,Flood,,,0,0,0,0,AZ,MST-7,,133748,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,2,SE,2,NE,TORTILLA FLAT,02/22/2019,1700,33.5108,-111.3529,33.5456,-111.3524,"A powerful winter storm continued to slowly move east across Arizona during the day on February 22nd, and moderate to locally heavy rain fell across portions of south-central Arizona including in the areas around Tortilla Flat. The rain led to episodes of small stream flooding; at 1240MST the Arizona Department of Highways reported that State Route 88 was closed at Tortilla Flat due to flooding; the flooding resulted from water from a creek overflowing the road making it impassable. Although Areal Flood Warnings were issued earlier in the day, they were not in effect at the time of the flooding in Tortilla Flat. No accidents or injuries were reported.","A slow moving, and powerful winter storm continued to slowly move east across Arizona on February 22nd; scattered rain and high elevation snow showers persisted into the afternoon hours across south-central Arizona with moderate rain still falling at times to the east of Phoenix. Significant lower elevation rain had occurred overnight in association with the storm, and it resulted in episodes of urban and small stream flooding. Multiple Areal Flood Warnings were issued during the day on the 22nd primarily for areas to the south and east of central Phoenix. During the early afternoon hours, the Arizona Department of Transportation reported that State Route 88 was closed at Tortilla Flat due to water from a creek overflowing the road at an un-bridged crossing.  No accidents or injuries were reported due to the flooding.",28
870340,MARICOPA CO.,FT MCDOWELL,02/22/2020,1545,Flood,,,0,0,25000,0,AZ,MST-7,,144942,C,13,PSR,0,0,Broadcast Media,Heavy Rain,,,8,E,6,E,FT MCDOWELL,02/22/2020,2300,33.6504,-111.5367,33.6372,-111.5784,"A strong Pacific upper low spread copious amounts of moisture into south-central Arizona on Saturday February 22nd; this led to widespread moderate to heavy rain across higher terrain areas to the northeast of Phoenix. The excessive rain resulted in some areal flooding during the afternoon and evening hours, affecting the Sycamore Creek basin. According to local broadcast media, at roughly 2115MST a family of 5 drove their vehicle into Sycamore Creek, about 7 miles to the north-northwest of Saguaro Lake. Due to flowing water in the creek, their vehicle became stuck and necessitated a water rescue. There were several other vehicles trapped on river banks   awaiting the waters to recede so that they could proceed. There were no reports of accidents, injuries or fatalities. At the time there were no flood warnings in effect for the area as heavy rain had ended a long time ago.","A strong, wet Pacific upper level low pressure system spread copious amounts of moisture into south central Arizona on Saturday February 22nd; as a result widespread rain developed early in the morning and the moderate to heavy rain persisted for much of the day. The heaviest rainfall amounts occurred over higher terrain areas to the east of Phoenix; most of the rain gages in the area measured between 1.25 and 3 inches with the most significant rain occurring during the morning hours. The excessive rain resulted in a few episodes of areal flooding which included the Sycamore Creek and Tonto Creek basins. During the afternoon hours, local law enforcement reported multiple roads closed due to flooding in the Tonto Creek basin; the closures occurred to the northwest of Lake Roosevelt. An areal flood warning was issued for the basin due to elevated flow in the creek and the warning persisted for several days. In addition, during the evening hours a family of 5 drove into Sycamore Creek, which was flowing heavily, and became stranded necessitating a water rescue.",29
983906,MARICOPA CO.,APACHE WELLS,08/12/2021,1900,Flood,,,0,0,0,0,AZ,MST-7,,162518,C,13,PSR,0,0,Department of Highways,Planned Dam Release,,,3,NNW,5,WNW,DREAMLAND VILLA,08/13/2021,245,33.5181,-111.6922,33.4922,-111.8026,"Releases at Granite Reef Dam were conducted in response to increased flow in the Salt/Verde River systems from the recent heavy rainfall. The Maricopa County Flood Control District stream gage along the Salt River below Granite Reef Dam showed flow peaking early in the afternoon on the 12th at 3,763 CFS. This resulted in increased flow down the Salt River, which impacted downstream unbridged crossings. Further downstream, a Maricopa County Flood Control District stream gage along the Salt River at Val Vista Drive showed flow from the upstream release peaking at 2,109 CFS. According to the Maricopa County Department of Transportation, McKellips Road was closed from SR 202 to Alma School Road due to the flooding caused by the releases. Timing was estimated using the stream gages and approximate downstream travel time to the areas impacted. No damage or injuries were reported.",An upper level low sitting over central Arizona on the 11th and 12th led to the development of multiple rounds of showers and thunderstorms across the region. Anomalously high moisture in the region allowed this activity to produce heavy rainfall which led to multiple instances of flash flooding across south-central and southwest Arizona. Some of these thunderstorms became strong to severe and produced strong wind gusts that led to several reports of damage. No injuries were reported.,30
992786,MARICOPA CO.,CAVE CREEK,12/24/2021,1300,Flood,,,0,0,0,0,AZ,MST-7,,164467,C,13,PSR,0,0,Public,Heavy Rain,,,4,W,4,W,CAVE CREEK,12/24/2021,1900,33.8217,-112.0244,33.8219,-112.0249,"A social media photo posted at 1702MST showed a low water crossing along Maddock Road, near 26th Street, was impassable due to flood waters. Timing of impacts estimated from radar. A measured 1.5 to 2.5 inches of rain had fallen in the area by 1700MST. No damages or injuries were reported.","A moderate to strong atmospheric river aligned over South-central Arizona and led to widespread light to moderate rain across the region. Rain began falling the night of the 23rd and lasted through the evening of the 24th. The Phoenix area measured 1-2 inches and most foothill and mountainous areas measured 2-3 inches, with a few localized spots measuring 3-4 inches. The high rainfall amounts led to minor urban flooding and elevated flows in typically dry washes as well as in several major creeks and rivers. Elevated flows made at least one low water crossing in the Cave Creek area impassable. Flows coming down from Pinal Peak, within the 2021 Telegraph Fire burn area, also made some rural roads in the El Capitan area impassable. Tonto Creek in Tonto Basin experienced a 2-week long period with flow at or above action stage, beginning in the evening of the 24th.",31
1026450,MARICOPA CO.,OCOTILLO,06/24/2022,2245,Flood,,,0,0,0,0,AZ,MST-7,,169402,C,13,PSR,0,0,Public,Heavy Rain,,,2,NNW,2,NNW,OCOTILLO,06/25/2022,230,33.2511,-111.8659,33.2499,-111.861,Flooding reported along S Alma School Road between Sun Lakes and Chandler. Water was 2.5-3 inches deep. No damages or injuries were reported.,"Outflow boundaries originating from distant thunderstorms converged on the valley floor during the evening hours. This combined with a pocket of upper-level divergence as analyzed by the SPC mesoanalysis resulted in the development of a strong thunderstorm over Chandler. Other weaker thunderstorms developed across the valley as well from the resulting outflow boundaries. A strong thunderstorm that developed near Morristown caused downed powerlines, resulting in the closure of US-60. No injuries were reported.",32
1085312,MARICOPA CO.,NEW RIVER,03/02/2023,655,Flood,,,0,0,0,0,AZ,MST-7,,178452,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,6,SSE,6,SSE,NEW RIVER,03/02/2023,955,33.8424,-112.1013,33.8419,-112.0986,Nineteenth Avenue from Desert Hills Drive to Irvine Road along Skunk Creek in Carefree was closed due to flooding. No damages or injuries were reported.,"A strong late season winter storm moved across the Desert Southwest during the afternoon and evening on the 1st, lasting through the early morning hours on the 2nd. Strong winds were observed out ahead of an associated cold front with gusts in excess of 40 mph observed. Moderate to locally heavy rains associated with the cold front were also observed with most areas in and around the Phoenix metro observing between 0.5 to 1. This rainfall was enough to result in some elevated flows across northern Maricopa County near the Carefree and Cave Creek areas. Behind the cold front, a very cold air mass was pulled down into the region changing the rain to snow across areas mainly above 2000 feet during the overnight hours of the 1st into the 2nd, resulting in measurable snowfall accumulations.",33
1085318,MARICOPA CO.,CAVE CREEK,03/02/2023,942,Flood,,,0,0,0,0,AZ,MST-7,,178452,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,3,NNW,3,NNW,CAVE CREEK,03/02/2023,1242,33.8696,-111.9719,33.8703,-111.9705,North Old Stage Road at the Cave Creek River crossing was closed due to flooding. No damages or injuries were reported.,"A strong late season winter storm moved across the Desert Southwest during the afternoon and evening on the 1st, lasting through the early morning hours on the 2nd. Strong winds were observed out ahead of an associated cold front with gusts in excess of 40 mph observed. Moderate to locally heavy rains associated with the cold front were also observed with most areas in and around the Phoenix metro observing between 0.5 to 1. This rainfall was enough to result in some elevated flows across northern Maricopa County near the Carefree and Cave Creek areas. Behind the cold front, a very cold air mass was pulled down into the region changing the rain to snow across areas mainly above 2000 feet during the overnight hours of the 1st into the 2nd, resulting in measurable snowfall accumulations.",34
1088530,MARICOPA CO.,GOMEZ ARPT,03/04/2023,400,Flood,,,0,0,0,0,AZ,MST-7,,178824,C,13,PSR,0,0,Department of Highways,Planned Dam Release,,,2,WSW,3,NW,LAVEEN,03/31/2023,2359,33.4072,-112.2056,33.3928,-112.2046,"According to MCDOT, the unbridged Salt River crossing along 67th Avenue between Broadway Road and Southern Avenue was closed due to flooding beginning on the 12th and continued into April. Timing based on water releases from Granite Reef Dam.","Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",35
1088544,MARICOPA CO.,AVONDALE,03/04/2023,400,Flood,,,0,0,0,0,AZ,MST-7,,178824,C,13,PSR,0,0,Department of Highways,Planned Dam Release,,,3,S,4,S,AVONDALE,03/31/2023,2359,33.3848,-112.3248,33.3757,-112.3233,"According to MCDOT, the unbridged Gila River crossing along El Mirage Road between Southern Avenue and Indian Springs Road was closed due to flooding beginning on the 14th and continued into April. Timing based on water releases from Granite Reef Dam.","Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",36
1090054,MARICOPA CO.,SKYWAY VLG,03/04/2023,400,Flood,,,1,0,0,0,AZ,MST-7,,178824,C,13,PSR,0,0,Broadcast Media,Planned Dam Release,,,4,NE,5,NE,SKYWAY VLG,03/31/2023,2359,33.5457,-111.565,33.5507,-111.5647,"Maricopa County Sheriff's deputies received a call around 1145 MST on the 18th of a reported drowning after an 81-year-old man fell out of his kayak and didn't resurface. The incident occurred near the Pebble Beach area along the Salt River. Other kayakers on the river pulled the man out and administered first aid but were not successful. The man was pronounced dead at the scene. Approximately 20 minutes later, a family kayaking downstream on the Salt River near the Phon D Sutton Recreation Area had to be rescued after their kayak capsized. The family managed to stay afloat by holding onto some bushes and trees. All of the family members were safely rescued via helicopter by the Maricopa County Sheriff's Office. Ongoing dam releases were resulting in strong currents in the river at the time of these incidents. Event timing is based on downstream Granite Reef Dam releases.","Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",37
1090574,MARICOPA CO.,SUNFLOWER,03/04/2023,400,Flood,,,0,0,50000,0,AZ,MST-7,,178824,C,13,PSR,0,0,Broadcast Media,Planned Dam Release,,,9,W,9,W,SUNFLOWER,03/31/2023,2359,33.8822,-111.6208,33.8681,-111.6189,"Lake levels at Bartlett Lake quickly rose during the overnight hours Thursday night into Friday morning on the 16th-17th. Levels reportedly rose 10 feet during the overnight hours, leaving at least two camp trailers submerged in several feet of water. No injuries were reported.","Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",38
1090095,MARICOPA CO.,AVONDALE,03/04/2023,400,Flood,,,0,0,0,0,AZ,MST-7,,178824,C,13,PSR,0,0,Broadcast Media,Planned Dam Release,,,4,S,3,S,AVONDALE,03/31/2023,2359,33.3758,-112.3236,33.3831,-112.3243,A man was swept away after attempting to walk through the flooded unbridged El Mirage Road crossing that goes through the normally dry Gila River between Southern Avenue and Indian Springs Road. The man was walking through the water while carrying his bicycle when he was swept away on the 17th. The man was successfully rescued with no injuries reported. Event timing is based on Granite Reef Dam releases.,"Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",39
1090021,MARICOPA CO.,DREAMLAND VILLA,03/04/2023,400,Flood,,,0,0,0,0,AZ,MST-7,,178824,C,13,PSR,0,0,Department of Highways,Planned Dam Release,,,4,WNW,4,WNW,DREAMLAND VILLA,03/31/2023,2359,33.4839,-111.7871,33.4899,-111.7869,"According to MCDOT, the unbridged Salt River crossing along Gilbert Road between Thomas Road and SR 87 was closed due to flooding beginning on the 14th and continued into April. Timing based on water releases from Granite Reef Dam.","Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",40
1090522,MARICOPA CO.,AVONDALE,03/04/2023,400,Flood,,,0,0,0,0,AZ,MST-7,,178824,C,13,PSR,0,0,Broadcast Media,Planned Dam Release,,,4,S,3,S,AVONDALE,03/31/2023,2359,33.3758,-112.3236,33.3831,-112.3243,"Two people were rescued after driving around road closure barricades and attempting to drive through a flooded roadway with a recreational vehicle. While attempting to cross the flooded roadway, the recreational vehicle was swept off the road. The incident occurred around 2100 MST on the 30th at the unbridged El Mirage Road crossing that goes through the normally dry Gila River between Southern Avenue and Indian Springs Road. The two people were safely rescued by the fire department via helicopter. No injuries were reported. Event timing is based on Granite Reef Dam releases.","Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",41
1088517,MARICOPA CO.,SCOTTSDALE,03/04/2023,400,Flood,,,0,0,0,0,AZ,MST-7,,178824,C,13,PSR,0,0,Department of Highways,Planned Dam Release,,,3,SE,3,NW,MESA,03/31/2023,2359,33.4553,-111.8568,33.452,-111.8492,"According to the Maricopa County DOT, McKellips Road between Alma School Road and SR 202 was closed due to flooding from the Salt River beginning on the 7th and continued into April. Timing based on water releases from Granite Reef Dam.","Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",42
1090023,MARICOPA CO.,CASHION,03/04/2023,400,Flood,,,0,0,15000,0,AZ,MST-7,,178824,C,13,PSR,0,0,Broadcast Media,Planned Dam Release,,,5,SE,4,SE,CASHION,03/31/2023,2359,33.38,-112.25,33.39,-112.2508,Two people became stranded on top of their vehicle in the Salt River along 91st Avenue near Baseline Road after attempting to cross through the flooded roadway. The initial call for help occurred on the 17th around 1845 MST. They were safely rescued by the fire department via helicopter. No injuries were reported. Event timing is based on releases from Granite Reef Dam.,"Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",43
1090025,MARICOPA CO.,AVONDALE,03/04/2023,400,Flood,,,0,0,0,0,AZ,MST-7,,178824,C,13,PSR,0,0,Fire Department/Rescue,Planned Dam Release,,,4,S,3,S,AVONDALE,03/31/2023,2359,33.3758,-112.3236,33.3831,-112.3243,Buckeye Fire Department performed a water rescue at the unbridged Gila River crossing along El Mirage Road between Southern Avenue and Indian Springs Road on the 18th. The exact details surrounding the water rescue are unknown. The road had been closed since the 14th due to the elevated flow in the river. Event timing is based on releases from Granite Reef Dam.,"Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",44
1090100,MARICOPA CO.,SKYWAY VLG,03/04/2023,400,Flood,,,0,0,0,0,AZ,MST-7,,178824,C,13,PSR,0,0,Law Enforcement,Planned Dam Release,,,4,NW,4,NNW,SKYWAY VLG,03/31/2023,2359,33.5454,-111.6621,33.5476,-111.6514,Two people kayaking on the Salt River approaching the Phon D Sutton Recreation Area became separated before one of them capsized on the 19th. The capsized kayaker was able to hold onto trees while the Maricopa County Sheriff's Office worked to rescue him via helicopter. The man was safely rescued with no injuries reported. Ongoing dam releases were resulting in strong currents in the river at the time. Event timing is based on downstream Granite Reef Dam releases.,"Anomalous snowfall across the high terrain of Arizona as well as lower elevation rainfall led to greater than normal runoff into the Salt and Verde watersheds. As a result of this, dam releases were conducted at multiple locations in these watersheds, leading to heightened flows in these rivers. Upstream releases led to additional releases from Granite Reef Dam, which initially began to cause impacts on the 4th when releases from the dam increased above 1,000 cfs. Granite Reef Dam releases continued to increase going through the month of March and at one point during the month was releasing nearly 40,000 cfs. Releases from this dam led to downstream flow in the normally dry Salt River, which runs through the Phoenix metro. The anomalous runoff into the Salt and Verde watersheds and the resultant dam releases led to numerous impacts along the Salt, Verde, and Gila Rivers, including multiple unbridged river crossings being flooded, multiple water rescues, and one recreational fatality. Flow in the Salt River continued downstream into the Gila River, causing more impacts along the way down to Painted Rock Dam. Releases continued through the remainder of the month and into April, resulting in prolonged impacts.",45
1088385,MARICOPA CO.,TONTO BASIN,03/16/2023,0,Flood,,,0,0,0,0,AZ,MST-7,,178657,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,78,W,77,W,TONTO BASIN,03/16/2023,1300,33.7411,-112.6904,33.7422,-112.6767,"Patton Road between 293rd Ave and Douglas Ranch Rd was closed due to flooding from the overflow of the Hassayampa River. A Maricopa County Flood Control District Gauge located 11 miles upstream registered flows going above alarm stage, which is 9.0 feet, at 21:50 MST on 3/15, peaking at 9.81 feet (2011 cfs) at 23:30 MST. The flow went below alarm stage at 10:58 MST on 3/16. No damages or injuries were reported.","An area of low pressure moving across the western states resulted in waves of rainfall across the region during the day on the 15th. A round of widespread light to locally moderate rainfall activity was observed during the morning hours followed by a more significant round with thunderstorms during the evening hours in association with a cold front. Moisture levels associated with this low pressure system were in the 99th percentile for mid-March, signifying that environment was favorable for heavier rainfall rates to materialize. As a result of the heavier rainfall activity observed during the evening hours, flooding was observed across the Wickenburg area in northwestern Maricopa County, where over an inch of total rainfall was observed. Flooding was also observed along the low-water crossings that intersect the Hassayampa River, which runs from north to south along the western third of Maricopa County. Strong storms were also observed during the afternoon hours across southwestern Arizona, producing isolated gusts around 60 mph in the Yuma area.",46
1088384,MARICOPA CO.,DIXIE,03/16/2023,700,Flood,,,0,0,0,0,AZ,MST-7,,178657,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,3,NNE,3,NNW,HASSAYAMPA,03/16/2023,2000,33.3841,-112.7534,33.3851,-112.7336,Baseline Rd between Johnson Rd and 331st Ave was closed due to flooding from the overflow of the Hassayampa River. No damages or injuries were reported.,"An area of low pressure moving across the western states resulted in waves of rainfall across the region during the day on the 15th. A round of widespread light to locally moderate rainfall activity was observed during the morning hours followed by a more significant round with thunderstorms during the evening hours in association with a cold front. Moisture levels associated with this low pressure system were in the 99th percentile for mid-March, signifying that environment was favorable for heavier rainfall rates to materialize. As a result of the heavier rainfall activity observed during the evening hours, flooding was observed across the Wickenburg area in northwestern Maricopa County, where over an inch of total rainfall was observed. Flooding was also observed along the low-water crossings that intersect the Hassayampa River, which runs from north to south along the western third of Maricopa County. Strong storms were also observed during the afternoon hours across southwestern Arizona, producing isolated gusts around 60 mph in the Yuma area.",47
